Date,Timepoint,Phage,Bacteria,Type,Population,Rep,Plated_Host,Receptor,PFU,Dilution,Titer,Notes
20220405,0,Phi21,WT,Repeat,1,1,WT,All,13,6,6.50E+03,
20220405,0,Phi21,WT,Repeat,2,2,WT,All,13,6,6.50E+03,
20220405,0,Phi21,WT,Repeat,3,3,WT,All,13,6,6.50E+03,
20220405,0,Phi21,WT,Repeat,4,4,WT,All,13,6,6.50E+03,
20220405,0,Phi21,WT,Repeat,5,5,WT,All,13,6,6.50E+03,
20220405,0,Phi21,WT,Repeat,6,6,WT,All,13,6,6.50E+03,
20220405,0,Phi21,WT,Repeat,7,7,WT,All,13,6,6.50E+03,
20220405,0,Phi21,WT,Repeat,8,8,WT,All,13,6,6.50E+03,
20220405,0,Phi21,WT,Repeat,9,9,WT,All,13,6,6.50E+03,
20220405,21.5,Phi21-P2-T21,WT,Continue,2,1,WT,All,15,3,7.50E+06,
20220405,21.5,Phi21-P2-T21,WT,Continue,2,2,WT,All,9,3,4.50E+06,
20220405,21.5,Phi21-P2-T21,WT,Continue,2,3,WT,All,5,3,2.50E+06,
20220405,0,Phi21,WT,Repeat,1,1,C-F-,LamB,35,5,1.75E+03,
20220405,0,Phi21,WT,Repeat,2,2,C-F-,LamB,35,5,1.75E+03,
20220405,0,Phi21,WT,Repeat,3,3,C-F-,LamB,35,5,1.75E+03,
20220405,0,Phi21,WT,Repeat,4,4,C-F-,LamB,35,5,1.75E+03,
20220405,0,Phi21,WT,Repeat,5,5,C-F-,LamB,35,5,1.75E+03,
20220405,0,Phi21,WT,Repeat,6,6,C-F-,LamB,35,5,1.75E+03,
20220405,0,Phi21,WT,Repeat,7,7,C-F-,LamB,35,5,1.75E+03,
20220405,0,Phi21,WT,Repeat,8,8,C-F-,LamB,35,5,1.75E+03,
20220405,0,Phi21,WT,Repeat,9,9,C-F-,LamB,35,5,1.75E+03,
20220405,21.5,Phi21-P2-T21,WT,Continue,2,1,C-F-,LamB,6,0,3.00E+03,
20220405,21.5,Phi21-P2-T21,WT,Continue,2,2,C-F-,LamB,4,0,2.00E+03,
20220405,21.5,Phi21-P2-T21,WT,Continue,2,3,C-F-,LamB,5,0,2.50E+03,
20220405,0,Phi21,WT,Repeat,1,1,L-F-,OmpC,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,2,2,L-F-,OmpC,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,3,3,L-F-,OmpC,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,4,4,L-F-,OmpC,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,5,5,L-F-,OmpC,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,6,6,L-F-,OmpC,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,7,7,L-F-,OmpC,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,8,8,L-F-,OmpC,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,9,9,L-F-,OmpC,0,0,0.00E+00,
20220405,21.5,Phi21-P2-T21,WT,Continue,2,1,L-F-,OmpC,0,0,0.00E+00,
20220405,21.5,Phi21-P2-T21,WT,Continue,2,2,L-F-,OmpC,0,0,0.00E+00,
20220405,21.5,Phi21-P2-T21,WT,Continue,2,3,L-F-,OmpC,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,1,1,L-C-,OmpF,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,2,2,L-C-,OmpF,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,3,3,L-C-,OmpF,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,4,4,L-C-,OmpF,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,5,5,L-C-,OmpF,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,6,6,L-C-,OmpF,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,7,7,L-C-,OmpF,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,8,8,L-C-,OmpF,0,0,0.00E+00,
20220405,0,Phi21,WT,Repeat,9,9,L-C-,OmpF,0,0,0.00E+00,
20220405,21.5,Phi21-P2-T21,WT,Continue,2,1,L-C-,OmpF,7,3,3.50E+06,
20220405,21.5,Phi21-P2-T21,WT,Continue,2,2,L-C-,OmpF,9,3,4.50E+06,
20220405,21.5,Phi21-P2-T21,WT,Continue,2,3,L-C-,OmpF,8,3,4.00E+06,
20220406,1,Phi21,WT,Repeat,1,1,WT,All,9,6,9.00E+09,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,2,2,WT,All,5,6,5.00E+09,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,3,3,WT,All,9,6,9.00E+09,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,4,4,WT,All,8,6,8.00E+09,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,5,5,WT,All,11,6,1.10E+10,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,6,6,WT,All,15,6,1.50E+10,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,7,7,WT,All,15,6,1.50E+10,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,8,8,WT,All,11,6,1.10E+10,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,9,9,WT,All,8,6,8.00E+09,"Used pin tool, ~1uL spots"
20220406,22,Phi21-P2-T21,WT,Continue,2,1,WT,All,4,1,4.00E+04,"Used pin tool, ~1uL spots"
20220406,22,Phi21-P2-T21,WT,Continue,2,2,WT,All,9,1,9.00E+04,"Used pin tool, ~1uL spots"
20220406,22,Phi21-P2-T21,WT,Continue,2,3,WT,All,5,1,5.00E+04,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,1,1,C-F-,LamB,11,5,1.10E+09,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,2,2,C-F-,LamB,9,5,9.00E+08,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,3,3,C-F-,LamB,15,5,1.50E+09,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,4,4,C-F-,LamB,15,5,1.50E+09,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,5,5,C-F-,LamB,15,5,1.50E+09,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,6,6,C-F-,LamB,7,5,7.00E+08,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,7,7,C-F-,LamB,20,5,2.00E+09,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,8,8,C-F-,LamB,14,5,1.40E+09,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,9,9,C-F-,LamB,13,5,1.30E+09,"Used pin tool, ~1uL spots"
20220406,22,Phi21-P2-T21,WT,Continue,2,1,C-F-,LamB,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,22,Phi21-P2-T21,WT,Continue,2,2,C-F-,LamB,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,22,Phi21-P2-T21,WT,Continue,2,3,C-F-,LamB,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,1,1,L-F-,OmpC,24,2,2.40E+06,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,2,2,L-F-,OmpC,4,2,4.00E+05,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,3,3,L-F-,OmpC,3,3,3.00E+06,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,4,4,L-F-,OmpC,2,3,2.00E+06,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,5,5,L-F-,OmpC,10,3,1.00E+07,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,6,6,L-F-,OmpC,7,2,7.00E+05,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,7,7,L-F-,OmpC,4,3,4.00E+06,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,8,8,L-F-,OmpC,5,3,5.00E+06,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,9,9,L-F-,OmpC,3,3,3.00E+06,"Used pin tool, ~1uL spots"
20220406,22,Phi21-P2-T21,WT,Continue,2,1,L-F-,OmpC,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,22,Phi21-P2-T21,WT,Continue,2,2,L-F-,OmpC,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,22,Phi21-P2-T21,WT,Continue,2,3,L-F-,OmpC,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,1,1,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,2,2,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,3,3,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,4,4,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,5,5,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,6,6,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,7,7,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,8,8,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,1,Phi21,WT,Repeat,9,9,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220406,22,Phi21-P2-T21,WT,Continue,2,1,L-C-,OmpF,6,1,6.00E+04,"Used pin tool, ~1uL spots"
20220406,22,Phi21-P2-T21,WT,Continue,2,2,L-C-,OmpF,32,0,3.20E+04,"Used pin tool, ~1uL spots"
20220406,22,Phi21-P2-T21,WT,Continue,2,3,L-C-,OmpF,6,1,6.00E+04,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,1,1,WT,All,4,5,4.00E+08,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,2,2,WT,All,4,5,4.00E+08,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,3,3,WT,All,10,5,1.00E+09,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,4,4,WT,All,2,5,2.00E+08,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,5,5,WT,All,3,5,3.00E+08,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,6,6,WT,All,14,6,1.40E+10,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,7,7,WT,All,15,5,1.50E+09,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,8,8,WT,All,3,5,3.00E+08,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,9,9,WT,All,4,5,4.00E+08,"Used pin tool, ~1uL spots"
20220407,23,Phi21-P2-T21,WT,Continue,2,1,WT,All,2,2,2.00E+05,"Used pin tool, ~1uL spots"
20220407,23,Phi21-P2-T21,WT,Continue,2,2,WT,All,3,2,3.00E+05,"Used pin tool, ~1uL spots"
20220407,23,Phi21-P2-T21,WT,Continue,2,3,WT,All,3,2,3.00E+05,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,1,1,C-F-,LamB,9,4,9.00E+07,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,2,2,C-F-,LamB,22,4,2.20E+08,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,3,3,C-F-,LamB,9,4,9.00E+07,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,4,4,C-F-,LamB,7,4,7.00E+07,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,5,5,C-F-,LamB,6,4,6.00E+07,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,6,6,C-F-,LamB,8,6,8.00E+09,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,7,7,C-F-,LamB,3,5,3.00E+08,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,8,8,C-F-,LamB,14,4,1.40E+08,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,9,9,C-F-,LamB,3,4,3.00E+07,"Used pin tool, ~1uL spots"
20220407,23,Phi21-P2-T21,WT,Continue,2,1,C-F-,LamB,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,23,Phi21-P2-T21,WT,Continue,2,2,C-F-,LamB,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,23,Phi21-P2-T21,WT,Continue,2,3,C-F-,LamB,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,1,1,L-F-,OmpC,2,3,2.00E+06,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,2,2,L-F-,OmpC,2,3,2.00E+06,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,3,3,L-F-,OmpC,3,2,3.00E+05,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,4,4,L-F-,OmpC,5,2,5.00E+05,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,5,5,L-F-,OmpC,10,2,1.00E+06,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,6,6,L-F-,OmpC,18,6,1.80E+10,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,7,7,L-F-,OmpC,3,3,3.00E+06,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,8,8,L-F-,OmpC,4,2,4.00E+05,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,9,9,L-F-,OmpC,6,2,6.00E+05,"Used pin tool, ~1uL spots"
20220407,23,Phi21-P2-T21,WT,Continue,2,1,L-F-,OmpC,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,23,Phi21-P2-T21,WT,Continue,2,2,L-F-,OmpC,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,23,Phi21-P2-T21,WT,Continue,2,3,L-F-,OmpC,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,1,1,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,2,2,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,3,3,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,4,4,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,5,5,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,6,6,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,7,7,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,8,8,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,2,Phi21,WT,Repeat,9,9,L-C-,OmpF,0,0,0.00E+00,"Used pin tool, ~1uL spots"
20220407,23,Phi21-P2-T21,WT,Continue,2,1,L-C-,OmpF,8,1,8.00E+04,"Used pin tool, ~1uL spots"
20220407,23,Phi21-P2-T21,WT,Continue,2,2,L-C-,OmpF,39,1,3.90E+05,"Used pin tool, ~1uL spots"
20220407,23,Phi21-P2-T21,WT,Continue,2,3,L-C-,OmpF,3,1,3.00E+04,"Used pin tool, ~1uL spots"
20220408,3,Phi21,WT,Repeat,1,1,WT,All,20,7,1.00E+11,Spotted 2uL
20220408,3,Phi21,WT,Repeat,2,2,WT,All,12,7,6.00E+10,Spotted 2uL
20220408,3,Phi21,WT,Repeat,3,3,WT,All,6,6,3.00E+09,Spotted 2uL
20220408,3,Phi21,WT,Repeat,4,4,WT,All,11,7,5.50E+10,Spotted 2uL
20220408,3,Phi21,WT,Repeat,5,5,WT,All,30,7,1.50E+11,Spotted 2uL
20220408,3,Phi21,WT,Repeat,6,6,WT,All,15,7,7.50E+10,Spotted 2uL
20220408,3,Phi21,WT,Repeat,7,7,WT,All,24,6,1.20E+10,Spotted 2uL
20220408,3,Phi21,WT,Repeat,8,8,WT,All,29,7,1.45E+11,Spotted 2uL
20220408,3,Phi21,WT,Repeat,9,9,WT,All,9,5,4.50E+08,Spotted 2uL
20220408,24,Phi21-P2-T21,WT,Continue,2,1,WT,All,23,3,1.15E+07,Spotted 2uL
20220408,24,Phi21-P2-T21,WT,Continue,2,2,WT,All,9,3,4.50E+06,Spotted 2uL
20220408,24,Phi21-P2-T21,WT,Continue,2,3,WT,All,16,3,8.00E+06,Spotted 2uL
20220408,3,Phi21,WT,Repeat,1,1,C-F-,LamB,9,7,4.50E+10,Spotted 2uL
20220408,3,Phi21,WT,Repeat,2,2,C-F-,LamB,8,7,4.00E+10,Spotted 2uL
20220408,3,Phi21,WT,Repeat,3,3,C-F-,LamB,21,5,1.05E+09,Spotted 2uL
20220408,3,Phi21,WT,Repeat,4,4,C-F-,LamB,27,6,1.35E+10,Spotted 2uL
20220408,3,Phi21,WT,Repeat,5,5,C-F-,LamB,22,7,1.10E+11,Spotted 2uL
20220408,3,Phi21,WT,Repeat,6,6,C-F-,LamB,3,7,1.50E+10,Spotted 2uL
20220408,3,Phi21,WT,Repeat,7,7,C-F-,LamB,2,6,1.00E+09,Spotted 2uL
20220408,3,Phi21,WT,Repeat,8,8,C-F-,LamB,11,7,5.50E+10,Spotted 2uL
20220408,3,Phi21,WT,Repeat,9,9,C-F-,LamB,23,4,1.15E+08,Spotted 2uL
20220408,24,Phi21-P2-T21,WT,Continue,2,1,C-F-,LamB,4,2,2.00E+05,Spotted 2uL
20220408,24,Phi21-P2-T21,WT,Continue,2,2,C-F-,LamB,3,2,1.50E+05,Spotted 2uL
20220408,24,Phi21-P2-T21,WT,Continue,2,3,C-F-,LamB,0,0,0.00E+00,Spotted 2uL
20220408,3,Phi21,WT,Repeat,1,1,L-F-,OmpC,25,6,1.25E+10,Spotted 2uL
20220408,3,Phi21,WT,Repeat,2,2,L-F-,OmpC,20,6,1.00E+10,Spotted 2uL
20220408,3,Phi21,WT,Repeat,3,3,L-F-,OmpC,3,4,1.50E+07,Spotted 2uL
20220408,3,Phi21,WT,Repeat,4,4,L-F-,OmpC,25,5,1.25E+09,Spotted 2uL
20220408,3,Phi21,WT,Repeat,5,5,L-F-,OmpC,21,6,1.05E+10,Spotted 2uL
20220408,3,Phi21,WT,Repeat,6,6,L-F-,OmpC,17,6,8.50E+09,Spotted 2uL
20220408,3,Phi21,WT,Repeat,7,7,L-F-,OmpC,14,5,7.00E+08,Spotted 2uL
20220408,3,Phi21,WT,Repeat,8,8,L-F-,OmpC,45,6,2.25E+10,Spotted 2uL
20220408,3,Phi21,WT,Repeat,9,9,L-F-,OmpC,11,2,5.50E+05,Spotted 2uL
20220408,24,Phi21-P2-T21,WT,Continue,2,1,L-F-,OmpC,0,0,0.00E+00,Spotted 2uL
20220408,24,Phi21-P2-T21,WT,Continue,2,2,L-F-,OmpC,0,0,0.00E+00,Spotted 2uL
20220408,24,Phi21-P2-T21,WT,Continue,2,3,L-F-,OmpC,0,0,0.00E+00,Spotted 2uL
20220408,3,Phi21,WT,Repeat,1,1,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220408,3,Phi21,WT,Repeat,2,2,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220408,3,Phi21,WT,Repeat,3,3,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220408,3,Phi21,WT,Repeat,4,4,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220408,3,Phi21,WT,Repeat,5,5,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220408,3,Phi21,WT,Repeat,6,6,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220408,3,Phi21,WT,Repeat,7,7,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220408,3,Phi21,WT,Repeat,8,8,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220408,3,Phi21,WT,Repeat,9,9,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220408,24,Phi21-P2-T21,WT,Continue,2,1,L-C-,OmpF,14,3,7.00E+06,Spotted 2uL
20220408,24,Phi21-P2-T21,WT,Continue,2,2,L-C-,OmpF,11,3,5.50E+06,Spotted 2uL
20220408,24,Phi21-P2-T21,WT,Continue,2,3,L-C-,OmpF,12,3,6.00E+06,Spotted 2uL
20220409,4,Phi21,WT,Repeat,1,1,WT,All,22,7,1.10E+11,Spotted 2uL
20220409,4,Phi21,WT,Repeat,2,2,WT,All,10,7,5.00E+10,Spotted 2uL
20220409,4,Phi21,WT,Repeat,3,3,WT,All,13,7,6.50E+10,Spotted 2uL
20220409,4,Phi21,WT,Repeat,4,4,WT,All,20,7,1.00E+11,Spotted 2uL
20220409,4,Phi21,WT,Repeat,5,5,WT,All,16,7,8.00E+10,Spotted 2uL
20220409,4,Phi21,WT,Repeat,6,6,WT,All,13,6,6.50E+09,Spotted 2uL
20220409,4,Phi21,WT,Repeat,7,7,WT,All,12,6,6.00E+09,Spotted 2uL
20220409,4,Phi21,WT,Repeat,8,8,WT,All,8,7,4.00E+10,Spotted 2uL
20220409,4,Phi21,WT,Repeat,9,9,WT,All,27,7,1.35E+11,Spotted 2uL
20220409,25,Phi21-P2-T21,WT,Continue,2,1,WT,All,15,4,7.50E+07,Spotted 2uL
20220409,25,Phi21-P2-T21,WT,Continue,2,2,WT,All,10,4,5.00E+07,Spotted 2uL
20220409,25,Phi21-P2-T21,WT,Continue,2,3,WT,All,10,4,5.00E+07,Spotted 2uL
20220409,4,Phi21,WT,Repeat,1,1,C-F-,LamB,3,7,1.50E+10,Spotted 2uL
20220409,4,Phi21,WT,Repeat,2,2,C-F-,LamB,6,7,3.00E+10,Spotted 2uL
20220409,4,Phi21,WT,Repeat,3,3,C-F-,LamB,9,7,4.50E+10,Spotted 2uL
20220409,4,Phi21,WT,Repeat,4,4,C-F-,LamB,6,7,3.00E+10,Spotted 2uL
20220409,4,Phi21,WT,Repeat,5,5,C-F-,LamB,10,7,5.00E+10,Spotted 2uL
20220409,4,Phi21,WT,Repeat,6,6,C-F-,LamB,14,5,7.00E+08,Spotted 2uL
20220409,4,Phi21,WT,Repeat,7,7,C-F-,LamB,10,6,5.00E+09,Spotted 2uL
20220409,4,Phi21,WT,Repeat,8,8,C-F-,LamB,3,7,1.50E+10,Spotted 2uL
20220409,4,Phi21,WT,Repeat,9,9,C-F-,LamB,8,7,4.00E+10,Spotted 2uL
20220409,25,Phi21-P2-T21,WT,Continue,2,1,C-F-,LamB,26,3,1.30E+07,Spotted 2uL
20220409,25,Phi21-P2-T21,WT,Continue,2,2,C-F-,LamB,16,3,8.00E+06,Spotted 2uL
20220409,25,Phi21-P2-T21,WT,Continue,2,3,C-F-,LamB,0,0,0.00E+00,Spotted 2uL
20220409,4,Phi21,WT,Repeat,1,1,L-F-,OmpC,9,7,4.50E+10,Spotted 2uL
20220409,4,Phi21,WT,Repeat,2,2,L-F-,OmpC,15,6,7.50E+09,Spotted 2uL
20220409,4,Phi21,WT,Repeat,3,3,L-F-,OmpC,21,6,1.05E+10,Spotted 2uL
20220409,4,Phi21,WT,Repeat,4,4,L-F-,OmpC,13,6,6.50E+09,Spotted 2uL
20220409,4,Phi21,WT,Repeat,5,5,L-F-,OmpC,11,6,5.50E+09,Spotted 2uL
20220409,4,Phi21,WT,Repeat,6,6,L-F-,OmpC,3,6,1.50E+09,Spotted 2uL
20220409,4,Phi21,WT,Repeat,7,7,L-F-,OmpC,11,5,5.50E+08,Spotted 2uL
20220409,4,Phi21,WT,Repeat,8,8,L-F-,OmpC,11,6,5.50E+09,Spotted 2uL
20220409,4,Phi21,WT,Repeat,9,9,L-F-,OmpC,13,6,6.50E+09,Spotted 2uL
20220409,25,Phi21-P2-T21,WT,Continue,2,1,L-F-,OmpC,0,0,0.00E+00,Spotted 2uL
20220409,25,Phi21-P2-T21,WT,Continue,2,2,L-F-,OmpC,0,0,0.00E+00,Spotted 2uL
20220409,25,Phi21-P2-T21,WT,Continue,2,3,L-F-,OmpC,0,0,0.00E+00,Spotted 2uL
20220409,4,Phi21,WT,Repeat,1,1,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220409,4,Phi21,WT,Repeat,2,2,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220409,4,Phi21,WT,Repeat,3,3,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220409,4,Phi21,WT,Repeat,4,4,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220409,4,Phi21,WT,Repeat,5,5,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220409,4,Phi21,WT,Repeat,6,6,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220409,4,Phi21,WT,Repeat,7,7,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220409,4,Phi21,WT,Repeat,8,8,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220409,4,Phi21,WT,Repeat,9,9,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220409,25,Phi21-P2-T21,WT,Continue,2,1,L-C-,OmpF,14,4,7.00E+07,Spotted 2uL
20220409,25,Phi21-P2-T21,WT,Continue,2,2,L-C-,OmpF,8,4,4.00E+07,Spotted 2uL
20220409,25,Phi21-P2-T21,WT,Continue,2,3,L-C-,OmpF,1,4,5.00E+06,Spotted 2uL
20220410,5,Phi21,WT,Repeat,1,1,WT,All,8,7,4.00E+10,Spotted 2uL
20220410,5,Phi21,WT,Repeat,2,2,WT,All,3,7,1.50E+10,Spotted 2uL
20220410,5,Phi21,WT,Repeat,3,3,WT,All,9,6,4.50E+09,Spotted 2uL
20220410,5,Phi21,WT,Repeat,4,4,WT,All,4,7,2.00E+10,Spotted 2uL
20220410,5,Phi21,WT,Repeat,5,5,WT,All,9,7,4.50E+10,Spotted 2uL
20220410,5,Phi21,WT,Repeat,6,6,WT,All,11,5,5.50E+08,Spotted 2uL
20220410,5,Phi21,WT,Repeat,7,7,WT,All,11,5,5.50E+08,Spotted 2uL
20220410,5,Phi21,WT,Repeat,8,8,WT,All,19,6,9.50E+09,Spotted 2uL
20220410,5,Phi21,WT,Repeat,9,9,WT,All,15,6,7.50E+09,Spotted 2uL
20220410,26,Phi21-P2-T21,WT,Continue,2,1,WT,All,5,6,2.50E+09,Spotted 2uL
20220410,26,Phi21-P2-T21,WT,Continue,2,2,WT,All,25,6,1.25E+10,Spotted 2uL
20220410,26,Phi21-P2-T21,WT,Continue,2,3,WT,All,4,5,2.00E+08,Spotted 2uL
20220410,5,Phi21,WT,Repeat,1,1,C-F-,LamB,5,6,2.50E+09,Spotted 2uL
20220410,5,Phi21,WT,Repeat,2,2,C-F-,LamB,17,6,8.50E+09,Spotted 2uL
20220410,5,Phi21,WT,Repeat,3,3,C-F-,LamB,2,6,1.00E+09,Spotted 2uL
20220410,5,Phi21,WT,Repeat,4,4,C-F-,LamB,12,6,6.00E+09,Spotted 2uL
20220410,5,Phi21,WT,Repeat,5,5,C-F-,LamB,5,6,2.50E+09,Spotted 2uL
