"","Bacteria","Phage","Status"
"5096","T15_17","P2T9_L-C-_2",0
"5097","T18_5","P2T9_L-C-_2",0
"5098","T21_1","P2T9_L-C-_2",0
"5099","T21_3","P2T9_L-C-_2",0
"5100","T21_4","P2T9_L-C-_2",0
"5101","T21_6","P2T9_L-C-_2",0
"5102","T21_7","P2T9_L-C-_2",0
"5103","T21_8","P2T9_L-C-_2",0
"5104","T21_9","P2T9_L-C-_2",0
"5105","T21_10","P2T9_L-C-_2",0
"5106","T21_11","P2T9_L-C-_2",0
"5107","T21_12","P2T9_L-C-_2",0
"5108","T21_13","P2T9_L-C-_2",0
"5109","T21_14","P2T9_L-C-_2",0
"5110","T21_15","P2T9_L-C-_2",0
"5111","T21_16","P2T9_L-C-_2",0
"5112","T21_17","P2T9_L-C-_2",0
"5113","T21_18","P2T9_L-C-_2",0
"5114","T21_19","P2T9_L-C-_2",0
"5115","T21_20","P2T9_L-C-_2",0
"5116","T21_21","P2T9_L-C-_2",0
"5117","T21_22","P2T9_L-C-_2",0
"5118","T21_23","P2T9_L-C-_2",0
"5119","T21_24","P2T9_L-C-_2",0
"5120","T21_25","P2T9_L-C-_2",0
"5121","T3_2","P2T12_L-C-_3",1
"5122","T3_4","P2T12_L-C-_3",1
"5123","T3_6","P2T12_L-C-_3",1
"5124","T3_7","P2T12_L-C-_3",1
"5125","T3_8","P2T12_L-C-_3",1
"5126","T3_10","P2T12_L-C-_3",1
"5127","T3_11","P2T12_L-C-_3",1
"5128","T3_12","P2T12_L-C-_3",1
"5129","T3_13","P2T12_L-C-_3",1
"5130","T3_9","P2T12_L-C-_3",1
"5131","T3_3","P2T12_L-C-_3",1
"5132","T3_5","P2T12_L-C-_3",1
"5133","T3_1","P2T12_L-C-_3",1
"5134","T9_7","P2T12_L-C-_3",1
"5135","T9_3","P2T12_L-C-_3",1
"5136","T6_1","P2T12_L-C-_3",1
"5137","T6_2","P2T12_L-C-_3",1
"5138","T6_5","P2T12_L-C-_3",1
"5139","T6_6","P2T12_L-C-_3",1
"5140","T6_8","P2T12_L-C-_3",1
"5141","T6_10","P2T12_L-C-_3",1
"5142","T6_12","P2T12_L-C-_3",1
"5143","T9_9","P2T12_L-C-_3",1
"5144","T6_3","P2T12_L-C-_3",1
"5145","T6_4","P2T12_L-C-_3",1
"5146","T6_7","P2T12_L-C-_3",1
"5147","T6_9","P2T12_L-C-_3",1
"5148","T6_11","P2T12_L-C-_3",1
"5149","T6_13","P2T12_L-C-_3",1
"5150","T9_1","P2T12_L-C-_3",1
"5151","T9_2","P2T12_L-C-_3",1
"5152","T9_4","P2T12_L-C-_3",1
"5153","T9_5","P2T12_L-C-_3",1
"5154","T9_6","P2T12_L-C-_3",1
"5155","T9_8","P2T12_L-C-_3",1
"5156","T9_10","P2T12_L-C-_3",1
"5157","T9_11","P2T12_L-C-_3",1
"5158","T9_12","P2T12_L-C-_3",1
"5159","T9_13","P2T12_L-C-_3",1
"5160","T12_9","P2T12_L-C-_3",1
"5161","T12_10","P2T12_L-C-_3",1
"5162","T12_2","P2T12_L-C-_3",1
"5163","T12_3","P2T12_L-C-_3",1
"5164","T12_5","P2T12_L-C-_3",1
"5165","T12_6","P2T12_L-C-_3",1
"5166","T12_7","P2T12_L-C-_3",1
"5167","T12_8","P2T12_L-C-_3",1
"5168","T12_12","P2T12_L-C-_3",1
"5169","T12_13","P2T12_L-C-_3",0
"5170","T12_4","P2T12_L-C-_3",0
"5171","T12_1","P2T12_L-C-_3",0
"5172","T15_18","P2T12_L-C-_3",0
"5173","T15_9","P2T12_L-C-_3",0
"5174","T15_13","P2T12_L-C-_3",0
"5175","T15_21","P2T12_L-C-_3",0
"5176","T15_8","P2T12_L-C-_3",0
"5177","T15_20","P2T12_L-C-_3",0
"5178","T15_5","P2T12_L-C-_3",0
"5179","T15_16","P2T12_L-C-_3",0
"5180","T15_4","P2T12_L-C-_3",0
"5181","T15_12","P2T12_L-C-_3",0
"5182","T15_22","P2T12_L-C-_3",0
"5183","T15_25","P2T12_L-C-_3",0
"5184","T21_5","P2T12_L-C-_3",0
"5185","T15_1","P2T12_L-C-_3",0
"5186","T15_2","P2T12_L-C-_3",0
"5187","T15_10","P2T12_L-C-_3",0
"5188","T15_11","P2T12_L-C-_3",0
"5189","T15_19","P2T12_L-C-_3",0
"5190","T15_23","P2T12_L-C-_3",0
"5191","T15_24","P2T12_L-C-_3",0
"5192","T15_6","P2T12_L-C-_3",0
"5193","T21_2","P2T12_L-C-_3",0
"5194","T15_15","P2T12_L-C-_3",0
"5195","T15_3","P2T12_L-C-_3",0
"5196","T15_14","P2T12_L-C-_3",0
"5197","T18_9","P2T12_L-C-_3",0
"5198","T18_17","P2T12_L-C-_3",0
"5199","T18_19","P2T12_L-C-_3",0
"5200","T18_25","P2T12_L-C-_3",0
"5201","T18_21","P2T12_L-C-_3",0
"5202","T18_22","P2T12_L-C-_3",0
"5203","T15_7","P2T12_L-C-_3",0
"5204","T18_2","P2T12_L-C-_3",0
"5205","T18_3","P2T12_L-C-_3",0
"5206","T18_4","P2T12_L-C-_3",0
"5207","T18_6","P2T12_L-C-_3",0
"5208","T18_7","P2T12_L-C-_3",0
"5209","T18_15","P2T12_L-C-_3",0
"5210","T18_1","P2T12_L-C-_3",0
"5211","T18_24","P2T12_L-C-_3",0
"5212","T18_11","P2T12_L-C-_3",1
"5213","T18_12","P2T12_L-C-_3",1
"5214","T18_16","P2T12_L-C-_3",0
"5215","T18_18","P2T12_L-C-_3",0
"5216","T18_8","P2T12_L-C-_3",0
"5217","T18_13","P2T12_L-C-_3",0
"5218","T18_23","P2T12_L-C-_3",0
"5219","T18_10","P2T12_L-C-_3",0
"5220","T18_20","P2T12_L-C-_3",0
"5221","T18_26","P2T12_L-C-_3",0
"5222","T18_14","P2T12_L-C-_3",0
"5223","T12_11","P2T12_L-C-_3",0
"5224","T15_17","P2T12_L-C-_3",0
"5225","T18_5","P2T12_L-C-_3",0
"5226","T21_1","P2T12_L-C-_3",0
"5227","T21_3","P2T12_L-C-_3",0
"5228","T21_4","P2T12_L-C-_3",0
"5229","T21_6","P2T12_L-C-_3",0
"5230","T21_7","P2T12_L-C-_3",0
"5231","T21_8","P2T12_L-C-_3",0
"5232","T21_9","P2T12_L-C-_3",0
"5233","T21_10","P2T12_L-C-_3",0
"5234","T21_11","P2T12_L-C-_3",0
"5235","T21_12","P2T12_L-C-_3",0
"5236","T21_13","P2T12_L-C-_3",0
"5237","T21_14","P2T12_L-C-_3",0
"5238","T21_15","P2T12_L-C-_3",0
"5239","T21_16","P2T12_L-C-_3",0
"5240","T21_17","P2T12_L-C-_3",0
"5241","T21_18","P2T12_L-C-_3",0
"5242","T21_19","P2T12_L-C-_3",0
"5243","T21_20","P2T12_L-C-_3",0
"5244","T21_21","P2T12_L-C-_3",0
"5245","T21_22","P2T12_L-C-_3",0
"5246","T21_23","P2T12_L-C-_3",0
"5247","T21_24","P2T12_L-C-_3",0
"5248","T21_25","P2T12_L-C-_3",0
"5249","T3_2","P2T15_L-C-_2",1
"5250","T3_4","P2T15_L-C-_2",1
"5251","T3_6","P2T15_L-C-_2",1
"5252","T3_7","P2T15_L-C-_2",1
"5253","T3_8","P2T15_L-C-_2",1
"5254","T3_10","P2T15_L-C-_2",1
"5255","T3_11","P2T15_L-C-_2",1
"5256","T3_12","P2T15_L-C-_2",1
"5257","T3_13","P2T15_L-C-_2",1
"5258","T3_9","P2T15_L-C-_2",1
"5259","T3_3","P2T15_L-C-_2",1
"5260","T3_5","P2T15_L-C-_2",1
"5261","T3_1","P2T15_L-C-_2",1
"5262","T9_7","P2T15_L-C-_2",1
"5263","T9_3","P2T15_L-C-_2",1
"5264","T6_1","P2T15_L-C-_2",1
"5265","T6_2","P2T15_L-C-_2",1
"5266","T6_5","P2T15_L-C-_2",1
"5267","T6_6","P2T15_L-C-_2",1
"5268","T6_8","P2T15_L-C-_2",1
"5269","T6_10","P2T15_L-C-_2",1
"5270","T6_12","P2T15_L-C-_2",1
"5271","T9_9","P2T15_L-C-_2",1
"5272","T6_3","P2T15_L-C-_2",1
"5273","T6_4","P2T15_L-C-_2",1
"5274","T6_7","P2T15_L-C-_2",1
"5275","T6_9","P2T15_L-C-_2",1
"5276","T6_11","P2T15_L-C-_2",1
"5277","T6_13","P2T15_L-C-_2",1
"5278","T9_1","P2T15_L-C-_2",1
"5279","T9_2","P2T15_L-C-_2",1
"5280","T9_4","P2T15_L-C-_2",1
"5281","T9_5","P2T15_L-C-_2",1
"5282","T9_6","P2T15_L-C-_2",1
"5283","T9_8","P2T15_L-C-_2",1
"5284","T9_10","P2T15_L-C-_2",1
"5285","T9_11","P2T15_L-C-_2",1
"5286","T9_12","P2T15_L-C-_2",1
"5287","T9_13","P2T15_L-C-_2",1
"5288","T12_9","P2T15_L-C-_2",1
"5289","T12_10","P2T15_L-C-_2",1
"5290","T12_2","P2T15_L-C-_2",1
"5291","T12_3","P2T15_L-C-_2",1
"5292","T12_5","P2T15_L-C-_2",1
"5293","T12_6","P2T15_L-C-_2",1
"5294","T12_7","P2T15_L-C-_2",1
"5295","T12_8","P2T15_L-C-_2",1
"5296","T12_12","P2T15_L-C-_2",1
"5297","T12_13","P2T15_L-C-_2",1
"5298","T12_4","P2T15_L-C-_2",1
"5299","T12_1","P2T15_L-C-_2",1
"5300","T15_18","P2T15_L-C-_2",1
"5301","T15_9","P2T15_L-C-_2",0
"5302","T15_13","P2T15_L-C-_2",0
"5303","T15_21","P2T15_L-C-_2",0
"5304","T15_8","P2T15_L-C-_2",0
"5305","T15_20","P2T15_L-C-_2",0
"5306","T15_5","P2T15_L-C-_2",0
"5307","T15_16","P2T15_L-C-_2",0
"5308","T15_4","P2T15_L-C-_2",0
"5309","T15_12","P2T15_L-C-_2",0
"5310","T15_22","P2T15_L-C-_2",0
"5311","T15_25","P2T15_L-C-_2",0
"5312","T21_5","P2T15_L-C-_2",0
"5313","T15_1","P2T15_L-C-_2",0
"5314","T15_2","P2T15_L-C-_2",0
"5315","T15_10","P2T15_L-C-_2",0
"5316","T15_11","P2T15_L-C-_2",0
"5317","T15_19","P2T15_L-C-_2",0
"5318","T15_23","P2T15_L-C-_2",0
"5319","T15_24","P2T15_L-C-_2",0
"5320","T15_6","P2T15_L-C-_2",0
"5321","T21_2","P2T15_L-C-_2",0
"5322","T15_15","P2T15_L-C-_2",0
"5323","T15_3","P2T15_L-C-_2",0
"5324","T15_14","P2T15_L-C-_2",1
"5325","T18_9","P2T15_L-C-_2",0
"5326","T18_17","P2T15_L-C-_2",0
"5327","T18_19","P2T15_L-C-_2",0
"5328","T18_25","P2T15_L-C-_2",0
"5329","T18_21","P2T15_L-C-_2",0
"5330","T18_22","P2T15_L-C-_2",0
"5331","T15_7","P2T15_L-C-_2",0
"5332","T18_2","P2T15_L-C-_2",0
"5333","T18_3","P2T15_L-C-_2",0
"5334","T18_4","P2T15_L-C-_2",0
"5335","T18_6","P2T15_L-C-_2",0
"5336","T18_7","P2T15_L-C-_2",0
"5337","T18_15","P2T15_L-C-_2",0
"5338","T18_1","P2T15_L-C-_2",0
"5339","T18_24","P2T15_L-C-_2",0
"5340","T18_11","P2T15_L-C-_2",1
"5341","T18_12","P2T15_L-C-_2",1
"5342","T18_16","P2T15_L-C-_2",0
"5343","T18_18","P2T15_L-C-_2",0
"5344","T18_8","P2T15_L-C-_2",0
"5345","T18_13","P2T15_L-C-_2",0
"5346","T18_23","P2T15_L-C-_2",0
"5347","T18_10","P2T15_L-C-_2",0
"5348","T18_20","P2T15_L-C-_2",0
"5349","T18_26","P2T15_L-C-_2",0
"5350","T18_14","P2T15_L-C-_2",0
"5351","T12_11","P2T15_L-C-_2",0
"5352","T15_17","P2T15_L-C-_2",0
"5353","T18_5","P2T15_L-C-_2",0
"5354","T21_1","P2T15_L-C-_2",0
"5355","T21_3","P2T15_L-C-_2",0
"5356","T21_4","P2T15_L-C-_2",0
"5357","T21_6","P2T15_L-C-_2",0
"5358","T21_7","P2T15_L-C-_2",0
"5359","T21_8","P2T15_L-C-_2",0
"5360","T21_9","P2T15_L-C-_2",0
"5361","T21_10","P2T15_L-C-_2",0
"5362","T21_11","P2T15_L-C-_2",0
"5363","T21_12","P2T15_L-C-_2",0
"5364","T21_13","P2T15_L-C-_2",0
"5365","T21_14","P2T15_L-C-_2",0
"5366","T21_15","P2T15_L-C-_2",0
"5367","T21_16","P2T15_L-C-_2",0
"5368","T21_17","P2T15_L-C-_2",0
"5369","T21_18","P2T15_L-C-_2",0
"5370","T21_19","P2T15_L-C-_2",0
"5371","T21_20","P2T15_L-C-_2",0
"5372","T21_21","P2T15_L-C-_2",0
"5373","T21_22","P2T15_L-C-_2",0
"5374","T21_23","P2T15_L-C-_2",0
"5375","T21_24","P2T15_L-C-_2",0
"5376","T21_25","P2T15_L-C-_2",0
"5377","T3_2","P2T15_L-C-_3",1
"5378","T3_4","P2T15_L-C-_3",1
"5379","T3_6","P2T15_L-C-_3",1
"5380","T3_7","P2T15_L-C-_3",1
"5381","T3_8","P2T15_L-C-_3",1
"5382","T3_10","P2T15_L-C-_3",1
"5383","T3_11","P2T15_L-C-_3",1
"5384","T3_12","P2T15_L-C-_3",1
"5385","T3_13","P2T15_L-C-_3",1
"5386","T3_9","P2T15_L-C-_3",1
"5387","T3_3","P2T15_L-C-_3",1
"5388","T3_5","P2T15_L-C-_3",1
"5389","T3_1","P2T15_L-C-_3",1
"5390","T9_7","P2T15_L-C-_3",1
"5391","T9_3","P2T15_L-C-_3",1
"5392","T6_1","P2T15_L-C-_3",1
"5393","T6_2","P2T15_L-C-_3",1
"5394","T6_5","P2T15_L-C-_3",1
"5395","T6_6","P2T15_L-C-_3",1
"5396","T6_8","P2T15_L-C-_3",1
"5397","T6_10","P2T15_L-C-_3",1
"5398","T6_12","P2T15_L-C-_3",1
"5399","T9_9","P2T15_L-C-_3",1
"5400","T6_3","P2T15_L-C-_3",1
"5401","T6_4","P2T15_L-C-_3",1
"5402","T6_7","P2T15_L-C-_3",1
"5403","T6_9","P2T15_L-C-_3",1
"5404","T6_11","P2T15_L-C-_3",1
"5405","T6_13","P2T15_L-C-_3",1
"5406","T9_1","P2T15_L-C-_3",1
"5407","T9_2","P2T15_L-C-_3",1
"5408","T9_4","P2T15_L-C-_3",1
"5409","T9_5","P2T15_L-C-_3",1
"5410","T9_6","P2T15_L-C-_3",1
"5411","T9_8","P2T15_L-C-_3",1
"5412","T9_10","P2T15_L-C-_3",1
"5413","T9_11","P2T15_L-C-_3",1
"5414","T9_12","P2T15_L-C-_3",1
"5415","T9_13","P2T15_L-C-_3",1
"5416","T12_9","P2T15_L-C-_3",1
"5417","T12_10","P2T15_L-C-_3",1
"5418","T12_2","P2T15_L-C-_3",1
"5419","T12_3","P2T15_L-C-_3",1
"5420","T12_5","P2T15_L-C-_3",1
"5421","T12_6","P2T15_L-C-_3",1
"5422","T12_7","P2T15_L-C-_3",1
"5423","T12_8","P2T15_L-C-_3",1
"5424","T12_12","P2T15_L-C-_3",1
"5425","T12_13","P2T15_L-C-_3",1
"5426","T12_4","P2T15_L-C-_3",1
"5427","T12_1","P2T15_L-C-_3",1
"5428","T15_18","P2T15_L-C-_3",1
"5429","T15_9","P2T15_L-C-_3",0
"5430","T15_13","P2T15_L-C-_3",0
"5431","T15_21","P2T15_L-C-_3",0
"5432","T15_8","P2T15_L-C-_3",0
"5433","T15_20","P2T15_L-C-_3",0
"5434","T15_5","P2T15_L-C-_3",0
"5435","T15_16","P2T15_L-C-_3",0
"5436","T15_4","P2T15_L-C-_3",0
"5437","T15_12","P2T15_L-C-_3",0
"5438","T15_22","P2T15_L-C-_3",0
"5439","T15_25","P2T15_L-C-_3",0
"5440","T21_5","P2T15_L-C-_3",0
"5441","T15_1","P2T15_L-C-_3",0
"5442","T15_2","P2T15_L-C-_3",0
"5443","T15_10","P2T15_L-C-_3",0
"5444","T15_11","P2T15_L-C-_3",0
"5445","T15_19","P2T15_L-C-_3",0
"5446","T15_23","P2T15_L-C-_3",0
"5447","T15_24","P2T15_L-C-_3",0
"5448","T15_6","P2T15_L-C-_3",0
"5449","T21_2","P2T15_L-C-_3",0
"5450","T15_15","P2T15_L-C-_3",0
"5451","T15_3","P2T15_L-C-_3",0
"5452","T15_14","P2T15_L-C-_3",1
"5453","T18_9","P2T15_L-C-_3",0
"5454","T18_17","P2T15_L-C-_3",0
"5455","T18_19","P2T15_L-C-_3",0
"5456","T18_25","P2T15_L-C-_3",0
"5457","T18_21","P2T15_L-C-_3",0
"5458","T18_22","P2T15_L-C-_3",0
"5459","T15_7","P2T15_L-C-_3",0
"5460","T18_2","P2T15_L-C-_3",0
"5461","T18_3","P2T15_L-C-_3",0
"5462","T18_4","P2T15_L-C-_3",0
"5463","T18_6","P2T15_L-C-_3",0
"5464","T18_7","P2T15_L-C-_3",0
"5465","T18_15","P2T15_L-C-_3",0
"5466","T18_1","P2T15_L-C-_3",0
"5467","T18_24","P2T15_L-C-_3",0
"5468","T18_11","P2T15_L-C-_3",1
"5469","T18_12","P2T15_L-C-_3",1
"5470","T18_16","P2T15_L-C-_3",0
"5471","T18_18","P2T15_L-C-_3",0
"5472","T18_8","P2T15_L-C-_3",0
"5473","T18_13","P2T15_L-C-_3",0
"5474","T18_23","P2T15_L-C-_3",0
"5475","T18_10","P2T15_L-C-_3",0
"5476","T18_20","P2T15_L-C-_3",0
"5477","T18_26","P2T15_L-C-_3",0
"5478","T18_14","P2T15_L-C-_3",0
"5479","T12_11","P2T15_L-C-_3",0
"5480","T15_17","P2T15_L-C-_3",0
"5481","T18_5","P2T15_L-C-_3",0
"5482","T21_1","P2T15_L-C-_3",0
"5483","T21_3","P2T15_L-C-_3",0
"5484","T21_4","P2T15_L-C-_3",0
"5485","T21_6","P2T15_L-C-_3",0
"5486","T21_7","P2T15_L-C-_3",0
"5487","T21_8","P2T15_L-C-_3",0
"5488","T21_9","P2T15_L-C-_3",0
"5489","T21_10","P2T15_L-C-_3",0
"5490","T21_11","P2T15_L-C-_3",0
"5491","T21_12","P2T15_L-C-_3",0
"5492","T21_13","P2T15_L-C-_3",0
"5493","T21_14","P2T15_L-C-_3",0
"5494","T21_15","P2T15_L-C-_3",0
"5495","T21_16","P2T15_L-C-_3",0
"5496","T21_17","P2T15_L-C-_3",0
"5497","T21_18","P2T15_L-C-_3",0
"5498","T21_19","P2T15_L-C-_3",0
"5499","T21_20","P2T15_L-C-_3",0
"5500","T21_21","P2T15_L-C-_3",0
"5501","T21_22","P2T15_L-C-_3",0
"5502","T21_23","P2T15_L-C-_3",0
"5503","T21_24","P2T15_L-C-_3",0
"5504","T21_25","P2T15_L-C-_3",0
"5505","T3_2","P2T12_WT_1",1
"5506","T3_4","P2T12_WT_1",1
"5507","T3_6","P2T12_WT_1",1
"5508","T3_7","P2T12_WT_1",1
"5509","T3_8","P2T12_WT_1",1
"5510","T3_10","P2T12_WT_1",1
"5511","T3_11","P2T12_WT_1",1
"5512","T3_12","P2T12_WT_1",1
"5513","T3_13","P2T12_WT_1",1
"5514","T3_9","P2T12_WT_1",1
"5515","T3_3","P2T12_WT_1",1
"5516","T3_5","P2T12_WT_1",1
"5517","T3_1","P2T12_WT_1",1
"5518","T9_7","P2T12_WT_1",1
"5519","T9_3","P2T12_WT_1",1
"5520","T6_1","P2T12_WT_1",1
"5521","T6_2","P2T12_WT_1",1
"5522","T6_5","P2T12_WT_1",1
"5523","T6_6","P2T12_WT_1",1
"5524","T6_8","P2T12_WT_1",1
"5525","T6_10","P2T12_WT_1",1
"5526","T6_12","P2T12_WT_1",1
"5527","T9_9","P2T12_WT_1",1
"5528","T6_3","P2T12_WT_1",1
"5529","T6_4","P2T12_WT_1",1
"5530","T6_7","P2T12_WT_1",1
"5531","T6_9","P2T12_WT_1",1
"5532","T6_11","P2T12_WT_1",1
"5533","T6_13","P2T12_WT_1",1
"5534","T9_1","P2T12_WT_1",1
"5535","T9_2","P2T12_WT_1",1
"5536","T9_4","P2T12_WT_1",1
"5537","T9_5","P2T12_WT_1",1
"5538","T9_6","P2T12_WT_1",1
"5539","T9_8","P2T12_WT_1",1
"5540","T9_10","P2T12_WT_1",1
"5541","T9_11","P2T12_WT_1",1
"5542","T9_12","P2T12_WT_1",1
"5543","T9_13","P2T12_WT_1",1
"5544","T12_9","P2T12_WT_1",1
"5545","T12_10","P2T12_WT_1",1
"5546","T12_2","P2T12_WT_1",1
"5547","T12_3","P2T12_WT_1",1
"5548","T12_5","P2T12_WT_1",1
"5549","T12_6","P2T12_WT_1",1
"5550","T12_7","P2T12_WT_1",1
"5551","T12_8","P2T12_WT_1",1
"5552","T12_12","P2T12_WT_1",1
"5553","T12_13","P2T12_WT_1",1
"5554","T12_4","P2T12_WT_1",1
"5555","T12_1","P2T12_WT_1",1
"5556","T15_18","P2T12_WT_1",1
"5557","T15_9","P2T12_WT_1",1
"5558","T15_13","P2T12_WT_1",0
"5559","T15_21","P2T12_WT_1",0
"5560","T15_8","P2T12_WT_1",0
"5561","T15_20","P2T12_WT_1",0
"5562","T15_5","P2T12_WT_1",0
"5563","T15_16","P2T12_WT_1",0
"5564","T15_4","P2T12_WT_1",0
"5565","T15_12","P2T12_WT_1",0
"5566","T15_22","P2T12_WT_1",0
"5567","T15_25","P2T12_WT_1",0
"5568","T21_5","P2T12_WT_1",0
"5569","T15_1","P2T12_WT_1",0
"5570","T15_2","P2T12_WT_1",0
"5571","T15_10","P2T12_WT_1",0
"5572","T15_11","P2T12_WT_1",0
"5573","T15_19","P2T12_WT_1",0
"5574","T15_23","P2T12_WT_1",0
"5575","T15_24","P2T12_WT_1",0
"5576","T15_6","P2T12_WT_1",0
"5577","T21_2","P2T12_WT_1",0
"5578","T15_15","P2T12_WT_1",0
"5579","T15_3","P2T12_WT_1",0
"5580","T15_14","P2T12_WT_1",0
"5581","T18_9","P2T12_WT_1",0
"5582","T18_17","P2T12_WT_1",0
"5583","T18_19","P2T12_WT_1",0
"5584","T18_25","P2T12_WT_1",0
"5585","T18_21","P2T12_WT_1",0
"5586","T18_22","P2T12_WT_1",0
"5587","T15_7","P2T12_WT_1",0
"5588","T18_2","P2T12_WT_1",0
"5589","T18_3","P2T12_WT_1",0
"5590","T18_4","P2T12_WT_1",0
"5591","T18_6","P2T12_WT_1",0
"5592","T18_7","P2T12_WT_1",0
"5593","T18_15","P2T12_WT_1",0
"5594","T18_1","P2T12_WT_1",0
"5595","T18_24","P2T12_WT_1",0
"5596","T18_11","P2T12_WT_1",0
"5597","T18_12","P2T12_WT_1",0
"5598","T18_16","P2T12_WT_1",0
"5599","T18_18","P2T12_WT_1",0
"5600","T18_8","P2T12_WT_1",0
"5601","T18_13","P2T12_WT_1",0
"5602","T18_23","P2T12_WT_1",0
"5603","T18_10","P2T12_WT_1",0
"5604","T18_20","P2T12_WT_1",0
"5605","T18_26","P2T12_WT_1",0
"5606","T18_14","P2T12_WT_1",0
"5607","T12_11","P2T12_WT_1",0
"5608","T15_17","P2T12_WT_1",0
"5609","T18_5","P2T12_WT_1",0
"5610","T21_1","P2T12_WT_1",0
"5611","T21_3","P2T12_WT_1",0
"5612","T21_4","P2T12_WT_1",0
"5613","T21_6","P2T12_WT_1",0
"5614","T21_7","P2T12_WT_1",0
"5615","T21_8","P2T12_WT_1",0
"5616","T21_9","P2T12_WT_1",0
"5617","T21_10","P2T12_WT_1",0
"5618","T21_11","P2T12_WT_1",0
"5619","T21_12","P2T12_WT_1",0
"5620","T21_13","P2T12_WT_1",0
"5621","T21_14","P2T12_WT_1",0
"5622","T21_15","P2T12_WT_1",0
"5623","T21_16","P2T12_WT_1",0
"5624","T21_17","P2T12_WT_1",0
"5625","T21_18","P2T12_WT_1",0
"5626","T21_19","P2T12_WT_1",0
"5627","T21_20","P2T12_WT_1",0
"5628","T21_21","P2T12_WT_1",0
"5629","T21_22","P2T12_WT_1",0
"5630","T21_23","P2T12_WT_1",0
"5631","T21_24","P2T12_WT_1",0
"5632","T21_25","P2T12_WT_1",0
"5633","T3_2","P2T12_C-F-_2",1
"5634","T3_4","P2T12_C-F-_2",1
"5635","T3_6","P2T12_C-F-_2",1
"5636","T3_7","P2T12_C-F-_2",1
"5637","T3_8","P2T12_C-F-_2",1
"5638","T3_10","P2T12_C-F-_2",1
"5639","T3_11","P2T12_C-F-_2",1
"5640","T3_12","P2T12_C-F-_2",1
"5641","T3_13","P2T12_C-F-_2",1
"5642","T3_9","P2T12_C-F-_2",1
"5643","T3_3","P2T12_C-F-_2",1
"5644","T3_5","P2T12_C-F-_2",1
"5645","T3_1","P2T12_C-F-_2",1
"5646","T9_7","P2T12_C-F-_2",1
"5647","T9_3","P2T12_C-F-_2",1
"5648","T6_1","P2T12_C-F-_2",1
"5649","T6_2","P2T12_C-F-_2",1
"5650","T6_5","P2T12_C-F-_2",1
"5651","T6_6","P2T12_C-F-_2",1
"5652","T6_8","P2T12_C-F-_2",1
"5653","T6_10","P2T12_C-F-_2",1
"5654","T6_12","P2T12_C-F-_2",1
"5655","T9_9","P2T12_C-F-_2",1
"5656","T6_3","P2T12_C-F-_2",1
"5657","T6_4","P2T12_C-F-_2",1
"5658","T6_7","P2T12_C-F-_2",1
"5659","T6_9","P2T12_C-F-_2",1
"5660","T6_11","P2T12_C-F-_2",1
"5661","T6_13","P2T12_C-F-_2",1
"5662","T9_1","P2T12_C-F-_2",1
"5663","T9_2","P2T12_C-F-_2",1
"5664","T9_4","P2T12_C-F-_2",1
"5665","T9_5","P2T12_C-F-_2",1
"5666","T9_6","P2T12_C-F-_2",1
"5667","T9_8","P2T12_C-F-_2",1
"5668","T9_10","P2T12_C-F-_2",1
"5669","T9_11","P2T12_C-F-_2",1
"5670","T9_12","P2T12_C-F-_2",1
"5671","T9_13","P2T12_C-F-_2",1
"5672","T12_9","P2T12_C-F-_2",1
"5673","T12_10","P2T12_C-F-_2",1
"5674","T12_2","P2T12_C-F-_2",1
"5675","T12_3","P2T12_C-F-_2",1
"5676","T12_5","P2T12_C-F-_2",1
"5677","T12_6","P2T12_C-F-_2",1
"5678","T12_7","P2T12_C-F-_2",1
"5679","T12_8","P2T12_C-F-_2",1
"5680","T12_12","P2T12_C-F-_2",1
"5681","T12_13","P2T12_C-F-_2",1
"5682","T12_4","P2T12_C-F-_2",1
"5683","T12_1","P2T12_C-F-_2",1
"5684","T15_18","P2T12_C-F-_2",1
"5685","T15_9","P2T12_C-F-_2",1
"5686","T15_13","P2T12_C-F-_2",0
"5687","T15_21","P2T12_C-F-_2",0
"5688","T15_8","P2T12_C-F-_2",0
"5689","T15_20","P2T12_C-F-_2",0
"5690","T15_5","P2T12_C-F-_2",0
"5691","T15_16","P2T12_C-F-_2",0
"5692","T15_4","P2T12_C-F-_2",0
"5693","T15_12","P2T12_C-F-_2",0
"5694","T15_22","P2T12_C-F-_2",0
"5695","T15_25","P2T12_C-F-_2",0
"5696","T21_5","P2T12_C-F-_2",0
"5697","T15_1","P2T12_C-F-_2",0
"5698","T15_2","P2T12_C-F-_2",0
"5699","T15_10","P2T12_C-F-_2",0
"5700","T15_11","P2T12_C-F-_2",0
"5701","T15_19","P2T12_C-F-_2",0
"5702","T15_23","P2T12_C-F-_2",0
"5703","T15_24","P2T12_C-F-_2",0
"5704","T15_6","P2T12_C-F-_2",0
"5705","T21_2","P2T12_C-F-_2",0
"5706","T15_15","P2T12_C-F-_2",0
"5707","T15_3","P2T12_C-F-_2",0
"5708","T15_14","P2T12_C-F-_2",0
"5709","T18_9","P2T12_C-F-_2",0
"5710","T18_17","P2T12_C-F-_2",0
"5711","T18_19","P2T12_C-F-_2",0
"5712","T18_25","P2T12_C-F-_2",0
"5713","T18_21","P2T12_C-F-_2",0
"5714","T18_22","P2T12_C-F-_2",0
